Block Type,96well,,
Chemistry,TAQMAN,,
Experiment File Name,D:\Applied Biosystems\StepOne Software v2.3\experiments\qPCR_brk_2024-11-08.eds,,
Experiment Run End Time,2024-11-08 12:46:44 PM EST,,
Instrument Type,steponeplus,,
Passive Reference,ROX,,
,,,
Well,Cycle,FAM,ROX
C11,17,8081.370605,19534.90039
C12,17,10117.53516,22513.42188
D1,17,9275.630859,21322.98828
D2,17,8796.842773,21626.16406
D3,17,10702.03711,29791.07031
D4,17,10606.66406,30583.55859
D5,17,9557.893555,22139.2168
D6,17,9138.310547,22430.4668
D7,17,7168.232422,17915.7832
D8,17,11564.11719,32232.88281
D9,17,11496.37305,31787.53906
D10,17,8818.4375,21066.64063
D11,17,7561.393066,18691.99609
D12,17,10195.98438,22753.71875
E1,17,8936.625,21058.27148
E2,17,8495.804688,20762.1875
E3,17,10297.16699,28956.93359
E4,17,13618.34961,37347.67188
E5,17,10544.88281,24886.76953
E6,17,9668.745117,21732.99805
E7,17,6159.334473,16133.76367
E8,17,11977.37012,32489.11133
E9,17,10708.72754,30124.51758
E10,17,8494.889648,20441.14063
E11,17,8299.013672,20068.26758
E12,17,10274.82324,22890.82031
F1,17,9388.902344,21622.10742
F2,17,8371.054688,20867.47461
F3,17,10641.01855,29468.60742
F4,17,8939.522461,26519.23633
F5,17,9370.583984,22497.10352
F6,17,10249.16113,23088.93359
F7,17,8770.291016,21535.40625
F8,17,13126.35645,35196.86719
F9,17,11584.9082,33123.42969
F10,17,9402.508789,22434.12891
F11,17,8774.446289,21184.22852
F12,17,8487.033203,19675.97656
G1,17,7295.869629,18478.98047
G2,17,8195.402344,20370.0293
G3,17,10811.7002,24133.22266
G4,17,11406.78223,32307.59375
G5,17,11563.19238,33130.12891
G6,17,9938.975586,22265.30469
G7,17,8403.479492,20457.83984
G8,17,11134.20605,31033.86133
G9,17,11043.90723,31181.36133
G10,17,7688.502441,18848.43945
G11,17,7362.989746,18835.59766
G12,17,8728.986328,20048.55273
H1,17,5659.03125,15515.85547
H2,17,7791.511719,19902.27539
H3,17,9792.399414,22932.65039
H4,17,10194.5127,29702.4043
H5,17,11462.15723,33242.125
H6,17,9671.429688,22473.13281
H7,17,7789.502441,19512.49219
H8,17,10259.66113,29181.85547
H9,17,10255.17676,30053.97461
H10,17,7818.43457,18947.01758
H11,17,5485.963379,14607.94531
H12,17,7627.375488,18031.33789
A1,18,7974.65625,19734.41211
A2,18,15873.99609,35225.41797
A3,18,9906.813477,27326.23047
A4,18,10748.24902,30201.04297
A5,18,8556.217773,20600.15625
A6,18,9492.4375,21475.59375
A7,18,8594.257813,25620.98438
A8,18,11004.70215,30678.7207
A9,18,9411.422852,27050.04492
A10,18,8004.402344,19512.60547
A11,18,7961.962891,18320.12305
A12,18,7684.897949,18189.53125
B1,18,8044.182129,19852.75195
B2,18,8896.311523,22340.7832
B3,18,11185.5459,30503.76367
B4,18,10818.58789,30499.34375
B5,18,8656.068359,20204.73438
B6,18,10327.73633,22903.73242
B7,18,9332.404297,27301.16992
B8,18,10502.88477,29757.27148
B9,18,10623.87207,29251.27734
B10,18,8818.013672,21272.95313
B11,18,7896.214844,18927.90625
B12,18,9267.423828,20917.97656
C1,18,9101.924805,21102.44141
C2,18,8632.944336,21389.05469
C3,18,11467.18262,31372.75391
C4,18,12234.09082,34219.625
C5,18,9917.276367,22893.05664
C6,18,12991.95996,28438.08398
C7,18,9036.766602,21992.66992
C8,18,11588.33301,32293.53516
C9,18,10977.34668,29693.28516
C10,18,9127.948242,21607.30859
C11,18,8203.165039,19741.7207
C12,18,10120.12012,22524.99609
D1,18,9271.165039,21282.87891
D2,18,8799.310547,21579.60938
D3,18,10760.44336,29869.69727
D4,18,10657.19238,30628.08203
D5,18,9575.515625,22147.46875
D6,18,9055.094727,22323.48828
D7,18,7101.719727,17711.80273
D8,18,11567.23047,32147.67773
D9,18,11547.81348,31781.49805
D10,18,8836.78125,21108.99023
D11,18,7664.035645,18881
D12,18,10180.55566,22727.65625
E1,18,8906.320313,20967.09375
E2,18,8435.257813,20619.95508
E3,18,10372.28711,29029.31055
E4,18,13627.30859,37264.04688
E5,18,10560.2666,24905.78125
E6,18,9728.991211,21787.34961
E7,18,6159.606445,16101.39063
E8,18,12006.07617,32443.38281
E9,18,10720.27539,30054.85742
E10,18,8496.604492,20431.36523
E11,18,8324.587891,20128.04688
E12,18,10137.2334,22578.06836
F1,18,9409.798828,21624.46289
F2,18,8273.055664,20650.10547
F3,18,10688.81738,29467.57422
F4,18,8964.638672,26533.19922
F5,18,9388.382813,22521.58008
F6,18,10215.33398,22978.60156
F7,18,8810.299805,21559.55664
F8,18,13168.23047,35185.78906
F9,18,11546.78418,32936.53906
F10,18,9413.90332,22469.44922
F11,18,8813.394531,21238.07813
F12,18,8390.145508,19449.23438
G1,18,7305.582031,18528.58008
G2,18,8291.907227,20584.90234
G3,18,10811.82324,24077.20508
G4,18,11401.95605,32204.29688
G5,18,11556.04395,33007.64453
G6,18,9968.90332,22349.6582
G7,18,8395.789063,20389.07422
G8,18,11140.39258,30954.22852
G9,18,11074.78125,31168.45703
G10,18,7661.789063,18767.9375
G11,18,7340.600586,18791.82227
G12,18,8712.224609,19976.39648
H1,18,5641.51416,15473.91699
H2,18,7787.210449,19888.85938
H3,18,9802.867188,22937.48828
H4,18,10188.18652,29616.24609
H5,18,11466.1875,33154.70703
H6,18,9677.869141,22434.96094
H7,18,7797.640137,19514.61914
H8,18,10279.20898,29128.56641
H9,18,10230.95898,29925.02734
H10,18,7823.595703,18918.57813
H11,18,5485.143066,14616.91406
H12,18,7606.211914,17991.48828
A1,19,7983.310059,19697.02734
A2,19,15892.8623,35210.09766
A3,19,9943.958984,27345.97461
A4,19,10718.61719,30016.60352
A5,19,8543.016602,20541.43164
A6,19,9492.103516,21445.66406
A7,19,8600.919922,25585.33398
A8,19,11028.97168,30623.58789
A9,19,9435.594727,27046.88281
A10,19,8016.140137,19531.61328
A11,19,7946.379883,18286.03906
A12,19,7686.401855,18170.29688
B1,19,8054.87207,19818.91016
B2,19,8907.71582,22316.9375
B3,19,11204.11816,30477.81445
B4,19,10769.61621,30250.1543
B5,19,8606.251953,20025.00391
B6,19,10324.44824,22846.48047
B7,19,9370.568359,27318.69922
B8,19,10471.9668,29599.40039
B9,19,10649.44629,29179.49414
B10,19,8850.399414,21304.74219
B11,19,7967.446289,19049.94141
B12,19,9224.587891,20821.75
C1,19,9064.904297,21004.50977
C2,19,8630.601563,21379.56836
C3,19,11590.34375,31536.06836
C4,19,12286.64453,34283.83594
C5,19,9934.49707,22867.80469
C6,19,13048.12109,28515.49219
C7,19,9071.009766,22053.03125
C8,19,11570.32617,32108.75
C9,19,11011.42969,29663.89258
C10,19,9169.695313,21648.28516
C11,19,8162.987305,19671.43555
C12,19,10121.80859,22491.65039
D1,19,9251.620117,21218.40234
D2,19,8811.101563,21571.32422
D3,19,10706.81836,29647.50391
D4,19,10729.3252,30699.64648
D5,19,9569.9375,22120.96289
D6,19,9046.223633,22342.56445
D7,19,7108.316895,17716.82031
D8,19,11587.84961,32079.39258
D9,19,11572.87012,31749.51953
D10,19,8868.724609,21131.64258
D11,19,7625.359863,18787.43164
D12,19,10160.33984,22661.47656
E1,19,8878.233398,20880.87695
E2,19,8482.602539,20683.97852
E3,19,10357.88184,28929.00586
E4,19,13690.27344,37295.96484
E5,19,10559.74805,24857.88672
E6,19,9711.65918,21691.7832
E7,19,6146.25293,16071.13867
E8,19,12001.89453,32296.18555
E9,19,10740.22852,30029.92188
E10,19,8563.266602,20518.94727
E11,19,8319.708984,20077.2168
E12,19,10163.125,22635.2832
F1,19,9415.792969,21616.98438
F2,19,8333.291992,20755.45313
F3,19,10707.89844,29440.06445
F4,19,8948.692383,26377.04883
F5,19,9381.883789,22446.2207
F6,19,10245.96484,23020.75391
F7,19,8796.560547,21480.10938
F8,19,13219.28809,35211.58594
F9,19,11538.64258,32843.38672
F10,19,9470.879883,22502.83789
F11,19,8801.685547,21171.67773
F12,19,8418.959961,19504.64453
G1,19,7327.204102,18534.74609
G2,19,8267.845703,20492.4043
G3,19,10796.04492,24042.10352
G4,19,11431.90625,32207.22656
G5,19,11595.66699,33052
G6,19,10005.64258,22356.16602
G7,19,8425.97168,20401.71875
G8,19,11171.36133,30964.19336
G9,19,11082.12695,31076.92969
G10,19,7694.944824,18824.57813
G11,19,7339.03418,18736.68945
G12,19,8683.34375,19917.85547
H1,19,5645.73584,15469.49902
H2,19,7795.95459,19842.7832
H3,19,9829.132813,22936.16602
H4,19,10204.52441,29588.43555
H5,19,11505.73438,33129.42188
H6,19,9682.041016,22412.86719
H7,19,7817.388184,19474.83984
H8,19,10274.01172,29056.02539
H9,19,10204.89648,29757.07813
H10,19,7811.022949,18849.92578
H11,19,5461.103027,14568.70508
H12,19,7636.000977,18009.82031
A1,20,8010.791016,19736.18164
A2,20,15907.96875,35185.41406
A3,20,9900.234375,27191.46094
A4,20,10721.625,29953.03711
A5,20,8558.442383,20547.25977
A6,20,9488.582031,21409.5332
A7,20,8588.007813,25432.90234
A8,20,11027.18359,30524.00391
A9,20,9439.207031,26941.36719
A10,20,7998.86377,19462.12305
A11,20,7948.337402,18227.32617
A12,20,7674.59375,18144.56836
B1,20,8014.640137,19746.19922
B2,20,8895.719727,22250.98047
B3,20,11209.17383,30371.06055
B4,20,10785.92285,30220.0625
B5,20,8677.549805,20181.14453
B6,20,10340.33105,22843.57617
B7,20,9319.433594,27124.74414
B8,20,10488.74219,29535.01953
B9,20,10664.61523,29116.17188
B10,20,8857.401367,21323.83789
B11,20,7864.317871,18838.4375
B12,20,9234.763672,20839.38672
C1,20,9159.237305,21149.86328
C2,20,8666.479492,21443.42969
C3,20,11490.27344,31226.86719
C4,20,12276.36035,34168.42969
C5,20,9936.348633,22829.01758
C6,20,13044.87793,28469.44922
C7,20,9045.791016,21944.02148
C8,20,11584.13965,32064.52539
C9,20,11031.39746,29624.875
C10,20,9161.075195,21644.92773
C11,20,8141.557129,19521.07813
C12,20,10123.79102,22473.4375
D1,20,9294.972656,21248.49414
D2,20,8896.141602,21752.20703
D3,20,10739.61914,29671.57422
D4,20,10713.29492,30590.78125
D5,20,9625.291992,22164.28711
D6,20,9002.981445,22315.71484
D7,20,7100.912598,17663.78516
D8,20,11576.86523,32007.55859
D9,20,11570.81055,31646.86133
D10,20,8896.105469,21167.69727
D11,20,7635.526855,18748.18555
D12,20,10161.62793,22636.33984
E1,20,8904.738281,20901.53125
E2,20,8566.486328,20797.42578
E3,20,10339.99219,28798.14844
E4,20,13671.11133,37135.53906
E5,20,10622.74609,24902.26367
E6,20,9754.618164,21765.23047
E7,20,6172.807129,16103.08789
E8,20,12020.83203,32223.20898
E9,20,10730.29883,29930.07227
E10,20,8551.962891,20469.07617
E11,20,8298.989258,20001.95703
E12,20,10121.00781,22535.25
F1,20,9413.786133,21609.375
F2,20,8370.592773,20726.17188
F3,20,10724.12207,29402.84766
F4,20,8961.980469,26370.79688
F5,20,9435.415039,22528.72461
F6,20,10294.57324,23064.50586
F7,20,8804.925781,21478.92969
F8,20,13214.1543,35061.35156
F9,20,11565.1123,32775.58594
F10,20,9462.935547,22454.40039
F11,20,8797.491211,21158.78125
F12,20,8421.679688,19477.18164
G1,20,7335.188965,18473.39063
G2,20,8295.46582,20491.26953
G3,20,10807.21973,24018.43164
G4,20,11412.96875,32142.56445
G5,20,11575.87988,32843.01172
G6,20,9998.608398,22320.41992
G7,20,8424.655273,20387.2793
G8,20,11167.80469,30843.32617
G9,20,11113.48438,31086.97852
G10,20,7682.910645,18773.64063
G11,20,7344.901367,18740.11133
G12,20,8662.237305,19831.39063
H1,20,5659.135254,15478.91992
H2,20,7785.527344,19802.9707
H3,20,9835.961914,22926.83594
H4,20,10193.47852,29486.61133
H5,20,11492.78516,32995.65234
H6,20,9695.347656,22408.54883
H7,20,7806.660645,19472.32031
H8,20,10285.96875,28973.8125
H9,20,10231.13281,29743.07227
H10,20,7814.584473,18835.25977
H11,20,5471.732422,14549.48438
H12,20,7620.667969,17977.54297
A1,21,7992.541016,19684.86523
A2,21,15905.70508,35191.01172
A3,21,9891.209961,27062.84375
A4,21,10728.91016,29894.76367
A5,21,8573.435547,20553.76172
A6,21,9487.615234,21409.44336
A7,21,8588.350586,25343.75195
A8,21,11034.04395,30443.68945
A9,21,9420.729492,26844.04883
A10,21,8026.658691,19490.90039
A11,21,7954.879395,18235.1543
A12,21,7666.612305,18088.2168
B1,21,7999.635742,19648.21484
B2,21,8884.19043,22206.21289
B3,21,11208.83789,30284.91797
B4,21,10789.18848,30129.18555
B5,21,8658.988281,20123.68555
B6,21,10384.49414,22909.54492
B7,21,9286.388672,26958.4707
B8,21,10488.31152,29436.24023
B9,21,10658.61914,29050.31641
B10,21,8857.021484,21260.50586
B11,21,7899.225586,18888.79883
B12,21,9231.486328,20805.73828
C1,21,9073.826172,20982.72266
C2,21,8671.508789,21403.38867
C3,21,11477.64453,31134.36523
C4,21,12281.22559,34070.45313
C5,21,9927.182617,22767.57813
C6,21,13028.23828,28403.40234
C7,21,9025.679688,21860.16602
C8,21,11584.57617,31971.43359
C9,21,10998.94727,29419.71094
C10,21,9174.222656,21641.78906
C11,21,8168.681152,19575.70703
C12,21,10111.76855,22429.13867
D1,21,9278.118164,21202.16016
D2,21,8847.248047,21574.87109
D3,21,10761.27734,29629.71875
D4,21,10739.71582,30583.63281
D5,21,9521.166992,21950.67969
D6,21,8939.25293,22258.43945
D7,21,7169.216797,17760.66406
D8,21,11607.85156,31947.90625
D9,21,11593.39355,31587.83789
D10,21,8880.636719,21121.49414
D11,21,7671.554199,18805.72656
D12,21,10157.92383,22603.50977
E1,21,8917.259766,20883.70703
E2,21,8494.228516,20644.30664
E3,21,10391.18848,28835.58594
E4,21,13681.29199,37070.04297
E5,21,10604.58984,24828.21484
E6,21,9690.47168,21595.29297
E7,21,6197.11084,16135.91113
E8,21,12016.51465,32143.37891
E9,21,10739.30078,29851.07227
E10,21,8556.956055,20471.22852
E11,21,8348.143555,20074.32227
E12,21,10102.07129,22462.33984
F1,21,9410.873047,21557.44141
F2,21,8337.244141,20667.54883
F3,21,10736.6123,29336.50586
F4,21,8957.704102,26275.63281
F5,21,9455.689453,22551.51758
F6,21,10294.26172,23027.04297
F7,21,8804.15625,21447.54883
F8,21,13227.0459,34995.42969
F9,21,11535.51953,32679.51172
F10,21,9470.003906,22448.93164
F11,21,8849.765625,21238.95508
F12,21,8383.727539,19401.50586
G1,21,7322.89502,18472.14063
G2,21,8314.516602,20539.02734
G3,21,10808.37109,23983.77734
G4,21,11400.91211,32021.92188
G5,21,11589.02832,32764.74023
G6,21,10008.99219,22305.27734
G7,21,8429.484375,20359.71484
G8,21,11180.76074,30752.23828
G9,21,11104.57422,30995.875
G10,21,7648.048828,18698.39258
G11,21,7335.848633,18703.37695
G12,21,8691.165039,19846.82227
H1,21,5642.97168,15446.12305
H2,21,7786.388672,19766.65234
H3,21,9836.361328,22915.54102
H4,21,10189.47754,29383.38281
H5,21,11489.57324,32894.04688
H6,21,9699.866211,22370.07422
H7,21,7801.859375,19397.20313
H8,21,10286.18164,28887.85742
H9,21,10220.0166,29626.12305
H10,21,7812.919434,18836.72461
H11,21,5467.193359,14560.99512
H12,21,7634.160645,17955.44922
A1,22,7998.658691,19652.69141
A2,22,15948.13477,35216.76563
A3,22,9912.398438,27055.10352
A4,22,10741.08008,29822.61328
A5,22,8565.748047,20520.93359
A6,22,9499.056641,21360.65625
A7,22,8612.583984,25322.4668
A8,22,11032.70996,30354.32031
A9,22,9450.766602,26837.39453
A10,22,8016.961914,19461.00977
A11,22,7930.09082,18164.89648
A12,22,7668.494629,18095.41992
B1,22,8025.154297,19694.86328
B2,22,8897.34668,22205.3457
B3,22,11219.13672,30234.93359
B4,22,10805.39746,30086.08398
B5,22,8653.216797,20064.90234
B6,22,10358.7168,22822.53906
B7,22,9316.439453,26899.74609
B8,22,10501.62305,29386.54297
B9,22,10722.90137,29108.02734
B10,22,8848.248047,21203.21484
B11,22,7885.162109,18814.69727
B12,22,9206.3125,20761.11133
C1,22,9130.234375,21054.11523
C2,22,8704.9375,21440.5957
C3,22,11522.12402,31122.32813
C4,22,12278.69336,33955.07031
C5,22,9926.442383,22719.56641
C6,22,13083.39746,28457.32422
C7,22,9109.452148,22033.61133
C8,22,11586.45508,31875.75391
C9,22,11042.07129,29485.95898
C10,22,9160.676758,21596.26367
C11,22,8191.908691,19595.00391
C12,22,10132.30859,22414.62109
D1,22,9299.525391,21200.25781
D2,22,8873.391602,21602.38281
D3,22,10768.37793,29551.88477
D4,22,10747.79785,30512.27148
D5,22,9653.673828,22179.42773
D6,22,8943.53125,22328.37305
D7,22,7186.024414,17814.25195
D8,22,11627.12207,31894.51953
D9,22,11557.30371,31458.44141
D10,22,8880.849609,21086.27734
D11,22,7697.210938,18843.89258
D12,22,10151.82031,22589.06641
E1,22,8926.081055,20872.90234
E2,22,8524.819336,20650.9082
E3,22,10411.53027,28797.11133
E4,22,13735.19434,37157.96484
E5,22,10707.09375,24989.70313
E6,22,9728.621094,21630.31836
E7,22,6169.102051,16065.60449
E8,22,12033.92188,32076.67578
E9,22,10728.01563,29737.35938
E10,22,8579.801758,20481.05859
E11,22,8360.797852,20071.8125
E12,22,10060.2666,22344.31445
F1,22,9423.910156,21547.33594
F2,22,8355.539063,20635.03125
F3,22,10765.37695,29312.45508
F4,22,9006.683594,26361.89258
F5,22,9447.237305,22503.74219
F6,22,10262.77734,22942.94727
F7,22,8807.448242,21408.2832
F8,22,13234.09277,34915.20313
F9,22,11516.95703,32521.79492
F10,22,9511.00293,22488.85938
F11,22,8863.297852,21239.13672
F12,22,8347.904297,19285.08594
G1,22,7330.05127,18446.67969
G2,22,8297.363281,20459.08398
G3,22,10814.70313,23962.47266
G4,22,11395.38965,31922.72266
G5,22,11587.97266,32670.67969
G6,22,10020.17773,22273.15039
G7,22,8463.481445,20410.25781
G8,22,11178.12109,30657.55469
G9,22,11081.04785,30838.95117
G10,22,7678.804199,18721.80078
G11,22,7327.70459,18635.08984
G12,22,8679.1875,19747.9707
H1,22,5648.652832,15406.30078
H2,22,7794.332031,19746.74414
H3,22,9837.791016,22862.18164
H4,22,10207.93066,29364.16406
H5,22,11492.54395,32805.63672
H6,22,9701.351563,22342.68359
H7,22,7826.171387,19413.16016
H8,22,10287.09668,28806.13281
H9,22,10224.12402,29530.06445
H10,22,7799.583984,18775.16797
H11,22,5460.397949,14514.16797
H12,22,7649.555664,17935.73438
A1,23,7993.396484,19589.32422
A2,23,15934.64355,35145.49609
A3,23,9909.228516,26971.20117
A4,23,10740.55762,29741.71875
A5,23,8565.633789,20515.98242
A6,23,9522.43457,21411.40039
A7,23,8589.761719,25235.13867
A8,23,11042.85059,30282.91016
A9,23,9440.569336,26753.57813
A10,23,8017.695313,19410.04883
A11,23,7944.187988,18165.35938
A12,23,7646.912109,18044.4668
B1,23,8050.881836,19712.72266
B2,23,8902.568359,22200.50586
B3,23,11200.85547,30095.44336
B4,23,10810.58594,29993.28711
B5,23,8716.103516,20158.14648
B6,23,10412.70996,22875.33984
B7,23,9326.292969,26900.20117
B8,23,10489.21973,29299.88281
B9,23,10749.68652,29067.60547
B10,23,8840.242188,21181.1543
B11,23,7893.936035,18810.51367
B12,23,9209.023438,20745.98438
C1,23,9170.245117,21076.59375
C2,23,8704.864258,21415.68945
C3,23,11548.81445,31118.18555
C4,23,12301.08789,33918.08984
C5,23,9959.942383,22762.74219
C6,23,13069.60352,28429.35352
C7,23,9051.729492,21858.76563
C8,23,11597.07324,31786.88477
C9,23,11014.64551,29320.8418
C10,23,9160.213867,21542.35547
C11,23,8209.654297,19589.81836
C12,23,10122.07031,22400.17188
D1,23,9335.396484,21218.60352
D2,23,8884.789063,21598.15234
D3,23,10799.36523,29552.57031
D4,23,10761.44141,30445.31055
D5,23,9551.674805,21917.92969
D6,23,8887.642578,22271.60156
D7,23,7188.965332,17721.22266
D8,23,11587.95508,31728.44922
D9,23,11548.02344,31320.35547
D10,23,8872.054688,21040.20508
D11,23,7708.635254,18827.75
D12,23,10135.9668,22540.05664
E1,23,8923.144531,20819.88086
E2,23,8542.075195,20669.30664
E3,23,10404.08203,28677.42383
E4,23,13740.86621,37032.26953
E5,23,10671.01758,24889.97461
E6,23,9709.990234,21539.90625
E7,23,6214.348145,16094.80469
E8,23,12004.45508,31927.81055
E9,23,10691.81934,29555.54492
E10,23,8590.37793,20485.10352
E11,23,8384.719727,20079.38867
E12,23,10104.3418,22412.24219
F1,23,9384.485352,21451.5625
F2,23,8374.282227,20682.41992
F3,23,10755.0791,29203.06055
F4,23,9020.777344,26298.11328
F5,23,9505.675781,22594.16406
F6,23,10351.79688,23075.99609
F7,23,8847.698242,21512.21289
F8,23,13182.09766,34665.94531
F9,23,11542.45215,32471.83203
F10,23,9468.582031,22369.46484
F11,23,8906.532227,21308.20898
F12,23,8398.375977,19355.08984
G1,23,7341.109863,18467.83398
G2,23,8320.121094,20465.21094
G3,23,10835.72168,23991.04688
G4,23,11412.47363,31865.55859
G5,23,11611.05664,32658.96484
G6,23,10051.81543,22338.07813
G7,23,8442.086914,20316.14648
G8,23,11231.86426,30723.13281
G9,23,11142.9502,30897.34375
G10,23,7678.591309,18667.85742
G11,23,7295.748535,18580.84375
G12,23,8732.541992,19793.97266
H1,23,5635.79834,15388.76855
H2,23,7795.620605,19736.4082
H3,23,9853.614258,22871.10938
H4,23,10207.98926,29289.91016
H5,23,11518.6748,32764.60352
H6,23,9715.71875,22372.42773
H7,23,7815.347656,19380.9043
H8,23,10297.1748,28759.91602
H9,23,10235.44336,29491.875
H10,23,7793.674316,18739.38477
H11,23,5472.425293,14506.83203
H12,23,7671.413086,17878.47461
A1,24,7988.965332,19547.0293
A2,24,15940.96094,35108.00781
A3,24,9930.53125,26960.89648
A4,24,10749.63281,29656.21875
A5,24,8556.600586,20431.60156
A6,24,9520.026367,21354.30273
A7,24,8606.65332,25180.26367
A8,24,11023.77148,30152.54688
A9,24,9435.668945,26655.79688
A10,24,8015.201172,19394.66211
A11,24,7944.99707,18155.9375
A12,24,7652.603516,18024.07617
B1,24,8091.293945,19739.61719
B2,24,8900.458984,22142.83984
B3,24,11218.5,30104.51367
B4,24,10809.15918,29899.27539
B5,24,8623.779297,19929.98828
B6,24,10389.35449,22806.88086
B7,24,9334.106445,26850.41406
B8,24,10507.90918,29219.69727
B9,24,10780.71875,29018.00195
B10,24,8860.610352,21173.07227
B11,24,7880.159668,18743.18164
B12,24,9215.996094,20761.29688
C1,24,9117.066406,20952.73633
C2,24,8720.09375,21408.69922
C3,24,11570.2002,31091.60742
C4,24,12351.1416,33946.11719
C5,24,9996.112305,22804.4668
C6,24,13093.53516,28418.84766
C7,24,9100.761719,21907.0293
C8,24,11607.43555,31700.67383
C9,24,11027.34277,29224.9082
C10,24,9160.415039,21532.16602
C11,24,8254.469727,19671.1875
C12,24,10132.04883,22387.24219
D1,24,9305.057617,21152.82617
D2,24,8949.867188,21721.9043
D3,24,10787.46973,29433.19336
D4,24,10831.98145,30512.88672
D5,24,9606.208984,21998.33398
D6,24,8873.998047,22310.3125
D7,24,7227.191895,17770.88281
D8,24,11615.56738,31663.7207
D9,24,11586.81152,31269.55078
D10,24,8901.473633,21077.49609
D11,24,7758.933105,18911.92383
D12,24,10158.6123,22545.4668
E1,24,8932.506836,20816.22656
E2,24,8605.780273,20744.04688
E3,24,10435.50586,28698.55859
E4,24,13751.87207,36939.16406
E5,24,10682.46191,24823.02148
E6,24,9722.114258,21562.30664
E7,24,6233.213379,16115.21582
E8,24,12008.67578,31864.35156
E9,24,10719.81348,29512.32617
E10,24,8642.542969,20540.54102
E11,24,8438.407227,20173.99805
E12,24,10165.71582,22474.60547
F1,24,9462.03125,21577.33398
F2,24,8357.867188,20543.51367
F3,24,10745.69434,29121.57227
F4,24,8997.316406,26156.50391
F5,24,9466.141602,22446.19336
F6,24,10347.46484,23062.25781
F7,24,8854.616211,21471.13672
F8,24,13232.38086,34726.10938
F9,24,11555.46875,32420.55078
F10,24,9537.167969,22474.98633
F11,24,8981.800781,21418.17188
F12,24,8420.625977,19390.66602
G1,24,7352.348145,18415.38477
G2,24,8283.354492,20386.07813
G3,24,10838.14551,23963.20703
G4,24,11421.14063,31831.125
G5,24,11638.22949,32607.69336
G6,24,10049.28613,22264.52344
G7,24,8441.554688,20252.21484
G8,24,11238.47559,30651.49609
G9,24,11148.82129,30824.37891
G10,24,7661.402344,18620.47461
G11,24,7279.541504,18522.625
G12,24,8784.607422,19727.64648
H1,24,5638.283691,15401.36523
H2,24,7789.920898,19660.52539
H3,24,9868.985352,22844.88281
H4,24,10201.93457,29210.52734
H5,24,11506.89648,32650.36328
H6,24,9730.263672,22347.03516
H7,24,7813.847656,19338.22461
H8,24,10297.8291,28668.47461
H9,24,10217.89746,29361.69141
H10,24,7794.566406,18691.41211
H11,24,5478.341797,14547.19141
H12,24,7762.087402,17858.83594
A1,25,7990.608398,19514.89453
A2,25,15961.69531,35091.76953
A3,25,9929.363281,26869.64453
A4,25,10769.4541,29592.03125
A5,25,8569.713867,20402.66016
A6,25,9535.888672,21360.97852
A7,25,8624.149414,25144.84961
A8,25,11067.08789,30153.29883
A9,25,9476.864258,26646.86719
A10,25,8033.521484,19381.58398
A11,25,7963.678711,18144.84766
A12,25,7652.924805,17996.28516
B1,25,8121.196777,19753.91797
B2,25,8912.325195,22128.35352
B3,25,11250.54785,30061.26172
B4,25,10843.65332,29900.00586
B5,25,8651.904297,19952.85547
B6,25,10441.40234,22870.23828
B7,25,9356.073242,26791.87305
B8,25,10517.57324,29140.28125
B9,25,10875.50781,29036.67773
B10,25,8876.21875,21164.17188
B11,25,7905.213867,18726.99023
B12,25,9208.822266,20708.49414
C1,25,9117.734375,20886.76172
C2,25,8710.910156,21334.55859
C3,25,11534.2373,30934.65234
C4,25,12396.49805,33897.73828
C5,25,10000.61035,22763.39063
C6,25,13105.02539,28383.75
C7,25,9128.498047,21912.5293
C8,25,11621.64063,31630.9375
C9,25,11059.48828,29146.14453
C10,25,9178.480469,21522.90234
C11,25,8272.849609,19665.7207
C12,25,10121.12695,22355.91992
D1,25,9308.349609,21109.80078
D2,25,8978.003906,21721.77734
D3,25,10842.58105,29468.88281
D4,25,10905.59473,30607.91602
D5,25,9642.798828,22078.83984
D6,25,8830.918945,22265.9707
D7,25,7258.556152,17818.29883
D8,25,11634.1875,31621.50586
D9,25,11589.9043,31171.48828
D10,25,8878.634766,20999.67969
D11,25,7793.366211,18912.80469
D12,25,10123.51074,22450.88086
E1,25,8937.160156,20789.25195
E2,25,8666.473633,20846.90625
E3,25,10443.4375,28595.90039
E4,25,13871.2041,37058.83594
E5,25,10690.03906,24861.8457
E6,25,9763.751953,21582.74805
E7,25,6249.499512,16100.81836
E8,25,12076.54688,31889.48242
E9,25,10732.15723,29433.6582
E10,25,8637.496094,20495.75781
E11,25,8445.807617,20117.36328
E12,25,10165.7002,22428.0957
F1,25,9442.897461,21488.90039
F2,25,8458.910156,20731.23242
F3,25,10767.64648,29063.875
F4,25,9063.523438,26217.89063
F5,25,9500.933594,22438.3125
F6,25,10333.1709,22982.12891
F7,25,8860.597656,21427.90039
F8,25,13267.2207,34662.10938
F9,25,11544.53711,32256.36328
F10,25,9528.032227,22410.75977
F11,25,8980.246094,21347.25
F12,25,8463.28125,19416.95508
G1,25,7398.317383,18463.58984
G2,25,8301.276367,20387.26367
G3,25,10882.10352,24005.06641
G4,25,11402.89941,31683.54492
G5,25,11683.36621,32669.76758
G6,25,10086.22363,22302.08008
G7,25,8469.402344,20310.23047
G8,25,11261.24805,30547.63477
G9,25,11235.14941,30858.19727
