Block Type,96well,,,
Chemistry,TAQMAN,,,
Experiment File Name,D:\Applied Biosystems\StepOne Software v2.3\experiments\qPCR_brk_2024-11-08.eds,,,
Experiment Run End Time,2024-11-08 12:46:44 PM EST,,,
Instrument Type,steponeplus,,,
Passive Reference,ROX,,,
,,,,
Well,Cycle,Target Name,Rn,?Rn
D10,13,BRK2,0.416685343,-0.000249696
D10,14,BRK2,0.416906416,-0.000587424
D10,15,BRK2,0.417640775,-0.000411867
D10,16,BRK2,0.417890459,-0.000720985
D10,17,BRK2,0.418597221,-0.000573025
D10,18,BRK2,0.418626428,-0.001102621
D10,19,BRK2,0.419689327,-0.000598523
D10,20,BRK2,0.420267999,-0.000578654
D10,21,BRK2,0.420454949,-0.000950506
D10,22,BRK2,0.421167254,-0.000797003
D10,23,BRK2,0.42167148,-0.000851579
D10,24,BRK2,0.4223212,-0.000760661
D10,25,BRK2,0.422798574,-0.000842089
D10,26,BRK2,0.424393773,0.000194308
D10,27,BRK2,0.426403314,0.001645047
D10,28,BRK2,0.429657966,0.004340897
D10,29,BRK2,0.434296876,0.008421005
D10,30,BRK2,0.444859385,0.018424712
D10,31,BRK2,0.463285714,0.03629224
D10,32,BRK2,0.49849841,0.070946135
D10,33,BRK2,0.565431416,0.13732034
D10,34,BRK2,0.683988452,0.255318582
D10,35,BRK2,0.885303199,0.456074506
D10,36,BRK2,1.185514808,0.755727351
D10,37,BRK2,1.569612622,1.139266372
D10,38,BRK2,1.997813225,1.566908121
D10,39,BRK2,2.410567999,1.979104161
D10,40,BRK2,2.774276257,2.342253447
D11,1,BRK2,0.39387238,0.002707369
D11,2,BRK2,0.392852604,0.00080542
D11,3,BRK2,0.393929631,0.001000272
D11,4,BRK2,0.394323587,0.000512055
D11,5,BRK2,0.39568755,0.000993845
D11,6,BRK2,0.395686656,0.000110777
D11,7,BRK2,0.396655947,0.000197894
D11,8,BRK2,0.397362649,2.24228E-05
D11,9,BRK2,0.398551196,0.000328796
D11,10,BRK2,0.399144411,3.98371E-05
D11,11,BRK2,0.398788422,-0.001198325
D11,12,BRK2,0.400722861,-0.00014606
D11,13,BRK2,0.401391923,-0.000359171
D11,14,BRK2,0.402748406,0.000115137
D11,15,BRK2,0.403994262,0.00047882
D11,16,BRK2,0.40423876,-0.000158855
D11,17,BRK2,0.404525727,-0.000754062
D11,18,BRK2,0.405912578,-0.000249385
D11,19,BRK2,0.405875593,-0.001168543
D11,20,BRK2,0.407267511,-0.0006588
D11,21,BRK2,0.407937139,-0.000871345
D11,22,BRK2,0.408472449,-0.001218209
D11,23,BRK2,0.409429461,-0.001143371
D11,24,BRK2,0.410266727,-0.001188278
D11,25,BRK2,0.412068248,-0.000268931
D11,26,BRK2,0.41245541,-0.000763943
D11,27,BRK2,0.414896339,0.000794813
D11,28,BRK2,0.420536309,0.00555261
D11,29,BRK2,0.428178281,0.012312408
D11,30,BRK2,0.442401737,0.02565369
D11,31,BRK2,0.471004039,0.053373817
D11,32,BRK2,0.525682032,0.107169636
D11,33,BRK2,0.625650048,0.206255481
D11,34,BRK2,0.796365201,0.37608847
D11,35,BRK2,1.063664794,0.642505884
D11,36,BRK2,1.431308508,1.009267449
D11,37,BRK2,1.851923585,1.429000378
D11,38,BRK2,2.276533365,1.85272789
D11,39,BRK2,2.657652378,2.232964754
D11,40,BRK2,2.972244263,2.54667449
D12,1,BRK2,0.438095242,-0.003171677
D12,2,BRK2,0.442297727,0.000570049
D12,3,BRK2,0.442952842,0.000764405
D12,4,BRK2,0.443543524,0.000894328
D12,5,BRK2,0.444690645,0.001580691
D12,6,BRK2,0.444406003,0.00083529
D12,7,BRK2,0.445651472,0.00162
D12,8,BRK2,0.445179075,0.000686844
D12,9,BRK2,0.445235252,0.000282263
D12,10,BRK2,0.445998877,0.000585129
D12,11,BRK2,0.445808887,-6.56198E-05
D12,12,BRK2,0.446329266,-6.00035E-06
D12,13,BRK2,0.446300983,-0.000495042
D12,14,BRK2,0.446886361,-0.000370423
D12,15,BRK2,0.446844876,-0.000872667
D12,16,BRK2,0.44707045,-0.001107852
D12,17,BRK2,0.448101878,-0.000537182
D12,18,BRK2,0.447936893,-0.001162927
D12,19,BRK2,0.448352963,-0.001207615
D12,20,BRK2,0.448907733,-0.001113604
D12,21,BRK2,0.449395865,-0.001086231
D12,22,BRK2,0.449413002,-0.001529853
D12,23,BRK2,0.449686825,-0.001716789
D12,24,BRK2,0.450583369,-0.001281004
D12,25,BRK2,0.450918198,-0.001406934
D12,26,BRK2,0.450917631,-0.001868259
D12,27,BRK2,0.45145753,-0.001789119
D12,28,BRK2,0.45278433,-0.000923078
D12,29,BRK2,0.453497559,-0.000670608
D12,30,BRK2,0.454916507,0.000287581
D12,31,BRK2,0.458747655,0.003657971
D12,32,BRK2,0.46356675,0.008016307
D12,33,BRK2,0.472571701,0.016560499
D12,34,BRK2,0.490716249,0.034244288
D12,35,BRK2,0.525991321,0.069058597
D12,36,BRK2,0.591891468,0.134497985
D12,37,BRK2,0.709022105,0.251167864
D12,38,BRK2,0.909667134,0.451352149
D12,39,BRK2,1.213676095,0.754900336
D12,40,BRK2,1.610612035,1.151375532
E1,1,BRK2,0.406772852,-0.004980263
E1,2,BRK2,0.410618007,-0.001946148
E1,3,BRK2,0.413350463,-2.47319E-05
E1,4,BRK2,0.41432929,0.000143056
E1,5,BRK2,0.414781541,-0.000215734
E1,6,BRK2,0.414548784,-0.001259531
E1,7,BRK2,0.417183936,0.000564581
E1,8,BRK2,0.418226182,0.000795787
E1,9,BRK2,0.418788284,0.000546849
E1,10,BRK2,0.419737756,0.000685281
E1,11,BRK2,0.420539677,0.000676162
E1,12,BRK2,0.421090454,0.000415898
E1,13,BRK2,0.421680033,0.000194438
E1,14,BRK2,0.422753066,0.00045643
E1,15,BRK2,0.423749119,0.000641443
E1,16,BRK2,0.424092084,0.000173368
E1,17,BRK2,0.424376011,-0.000353745
E1,18,BRK2,0.424776107,-0.000764689
E1,19,BRK2,0.425184906,-0.001166931
E1,20,BRK2,0.426032811,-0.001130065
E1,21,BRK2,0.426996022,-0.000977894
E1,22,BRK2,0.427639663,-0.001145293
E1,23,BRK2,0.428587675,-0.001008321
E1,24,BRK2,0.429112673,-0.001294364
E1,25,BRK2,0.429893315,-0.001324762
E1,26,BRK2,0.431795925,-0.000233192
E1,27,BRK2,0.433782399,0.000942242
E1,28,BRK2,0.438314915,0.004663718
E1,29,BRK2,0.445558161,0.011095923
E1,30,BRK2,0.459786117,0.02451284
E1,31,BRK2,0.486183614,0.050099295
E1,32,BRK2,0.536188543,0.099293187
E1,33,BRK2,0.628065765,0.190359369
E1,34,BRK2,0.787227631,0.348710179
E1,35,BRK2,1.041039228,0.601710737
E1,36,BRK2,1.389797688,0.949658155
E1,37,BRK2,1.797571421,1.356620908
E1,38,BRK2,2.211047649,1.769286036
E1,39,BRK2,2.590013504,2.14744091
E1,40,BRK2,2.910571814,2.46718812
E2,1,BRK2,0.39318797,-0.000440692
E2,2,BRK2,0.393940061,-0.000616516
E2,3,BRK2,0.395400673,-8.38205E-05
E2,4,BRK2,0.396634698,0.000222288
E2,5,BRK2,0.397357732,1.74067E-05
E2,6,BRK2,0.397255093,-0.001013148
E2,7,BRK2,0.398881346,-0.000314811
E2,8,BRK2,0.400214911,9.08376E-05
E2,9,BRK2,0.400821328,-0.000230661
E2,10,BRK2,0.402254313,0.000274409
E2,11,BRK2,0.403337002,0.000429181
E2,12,BRK2,0.404178381,0.000342645
E2,13,BRK2,0.40513286,0.000369208
E2,14,BRK2,0.406949311,0.001257744
E2,15,BRK2,0.407189548,0.000570064
E2,16,BRK2,0.407927364,0.000379964
E2,17,BRK2,0.409196019,0.000720704
E2,18,BRK2,0.409082264,-0.000320968
E2,19,BRK2,0.41010499,-0.000226157
E2,20,BRK2,0.411901295,0.000642232
E2,21,BRK2,0.411456227,-0.000730752
E2,22,BRK2,0.412806034,-0.000308861
E2,23,BRK2,0.413273424,-0.000769387
E2,24,BRK2,0.414855421,-0.000115306
E2,25,BRK2,0.415719897,-0.000178746
E2,26,BRK2,0.416922033,9.54747E-05
E2,27,BRK2,0.41663155,-0.001122924
E2,28,BRK2,0.417986423,-0.000695967
E2,29,BRK2,0.418928981,-0.000681325
E2,30,BRK2,0.419522196,-0.001016025
E2,31,BRK2,0.420542598,-0.00092354
E2,32,BRK2,0.421776414,-0.000617639
E2,33,BRK2,0.422422141,-0.000899828
E2,34,BRK2,0.425576061,0.001326176
E2,35,BRK2,0.428689331,0.00351153
E2,36,BRK2,0.433105081,0.006999365
E2,37,BRK2,0.439526021,0.012492389
E2,38,BRK2,0.449224949,0.0212634
E2,39,BRK2,0.464447558,0.035558093
E2,40,BRK2,0.488399714,0.058582336
E3,1,BRK2,0.328970462,-0.00375293
E3,2,BRK2,0.331040055,-0.003078162
E3,3,BRK2,0.333199799,-0.002313243
E3,4,BRK2,0.335524768,-0.0013831
E3,5,BRK2,0.337278306,-0.001024386
E3,6,BRK2,0.339620501,-7.7017E-05
E3,7,BRK2,0.341627985,0.000535642
E3,8,BRK2,0.343426347,0.000939179
E3,9,BRK2,0.343775749,-0.000106244
E3,10,BRK2,0.346098542,0.000821724
E3,11,BRK2,0.347907871,0.001236227
E3,12,BRK2,0.349002957,0.000936488
E3,13,BRK2,0.350416839,0.000955545
E3,14,BRK2,0.351671517,0.000815398
E3,15,BRK2,0.353146732,0.000895787
E3,16,BRK2,0.354603738,0.000957968
E3,17,BRK2,0.355602801,0.000562206
E3,18,BRK2,0.357303947,0.000868527
E3,19,BRK2,0.358044863,0.000214617
E3,20,BRK2,0.359050602,-0.000174469
E3,21,BRK2,0.360359877,-0.000260018
E3,22,BRK2,0.361547738,-0.000466983
E3,23,BRK2,0.362796962,-0.000612584
E3,24,BRK2,0.363624752,-0.00117962
E3,25,BRK2,0.365207493,-0.000991703
E3,26,BRK2,0.365914136,-0.001679885
E3,27,BRK2,0.367250144,-0.001738702
E3,28,BRK2,0.369419515,-0.000964157
E3,29,BRK2,0.371902764,0.000124267
E3,30,BRK2,0.376281857,0.003108535
E3,31,BRK2,0.384174168,0.009606021
E3,32,BRK2,0.397660106,0.021697134
E3,33,BRK2,0.42322582,0.045868021
E3,34,BRK2,0.470460951,0.091708325
E3,35,BRK2,0.555269361,0.175121918
E3,36,BRK2,0.69653511,0.314992845
E3,37,BRK2,0.907346189,0.524409115
E3,38,BRK2,1.18460834,0.800276399
E3,39,BRK2,1.501601458,1.115874767
E3,40,BRK2,1.819807529,1.432685971
E4,1,BRK2,0.345134825,-0.000199465
E4,2,BRK2,0.347064584,0.000502385
E4,3,BRK2,0.347858042,6.79325E-05
E4,4,BRK2,0.349276632,0.000258613
E4,5,BRK2,0.350797355,0.000551426
E4,6,BRK2,0.351678312,0.000204473
E4,7,BRK2,0.352920085,0.000218337
E4,8,BRK2,0.353973657,4.39983E-05
E4,9,BRK2,0.355061889,-9.56798E-05
E4,10,BRK2,0.356971592,0.000586113
E4,11,BRK2,0.35737592,-0.000237468
E4,12,BRK2,0.359273881,0.000432583
E4,13,BRK2,0.360249877,0.000180669
E4,14,BRK2,0.36130178,4.66173E-06
E4,15,BRK2,0.362179935,-0.000345093
E4,16,BRK2,0.364001065,0.000248128
E4,17,BRK2,0.364637166,-0.000343681
E4,18,BRK2,0.365695894,-0.000512864
E4,19,BRK2,0.367071182,-0.000365486
E4,20,BRK2,0.368140906,-0.000523671
E4,21,BRK2,0.369066,-0.000826487
E4,22,BRK2,0.369643331,-0.001477067
E4,23,BRK2,0.371051162,-0.001297145
E4,24,BRK2,0.372284323,-0.001291894
E4,25,BRK2,0.374302208,-0.000501919
E4,26,BRK2,0.37571463,-0.000317407
E4,27,BRK2,0.378655136,0.001395189
E4,28,BRK2,0.382431597,0.00394374
E4,29,BRK2,0.389680505,0.009964738
E4,30,BRK2,0.404344589,0.023400912
E4,31,BRK2,0.430657119,0.048485532
E4,32,BRK2,0.478172004,0.09477251
E4,33,BRK2,0.564370394,0.179742992
E4,34,BRK2,0.71063143,0.324776113
E4,35,BRK2,0.929648161,0.542564929
E4,36,BRK2,1.223255992,0.834944844
E4,37,BRK2,1.559208632,1.169669628
E4,38,BRK2,1.901876211,1.511109233
E4,39,BRK2,2.220258474,1.82826364
E4,40,BRK2,2.497174025,2.103951216
E5,1,BRK2,0.480745077,0.069195472
E5,2,BRK2,0.431611657,0.019239761
E5,3,BRK2,0.424261063,0.011066874
E5,4,BRK2,0.419448733,0.005432251
E5,5,BRK2,0.417334586,0.002495811
E5,6,BRK2,0.415753216,9.2147E-05
E5,7,BRK2,0.414372355,-0.002111007
E5,8,BRK2,0.414443761,-0.002861894
E5,9,BRK2,0.414755821,-0.003372127
E5,10,BRK2,0.416206449,-0.002743792
E5,11,BRK2,0.416932046,-0.002840488
E5,12,BRK2,0.418028355,-0.002566473
E5,13,BRK2,0.41907227,-0.00234485
E5,14,BRK2,0.421173275,-0.001066139
E5,15,BRK2,0.421317369,-0.001744338
E5,16,BRK2,0.422089934,-0.001794066
E5,17,BRK2,0.423714399,-0.000991894
E5,18,BRK2,0.424008638,-0.001519949
E5,19,BRK2,0.424804747,-0.001546132
E5,20,BRK2,0.426577538,-0.000595634
E5,21,BRK2,0.42711851,-0.000876956
E5,22,BRK2,0.428460211,-0.000357548
E5,23,BRK2,0.428727537,-0.000912515
E5,24,BRK2,0.430344939,-0.000117406
E5,25,BRK2,0.429977685,-0.001306953
E5,26,BRK2,0.432338268,0.000231336
E5,27,BRK2,0.434347898,0.001418673
E5,28,BRK2,0.437037498,0.00328598
E5,29,BRK2,0.442220896,0.007647085
E5,30,BRK2,0.450603366,0.015207262
E5,31,BRK2,0.467633188,0.031414792
E5,32,BRK2,0.498323292,0.061282601
E5,33,BRK2,0.554312468,0.116449483
E5,34,BRK2,0.655612826,0.216927543
E5,35,BRK2,0.824041009,0.384533435
E5,36,BRK2,1.081174493,0.640844643
E5,37,BRK2,1.421950459,0.980798304
E5,38,BRK2,1.82021451,1.378240108
E5,39,BRK2,2.242655993,1.799859285
E5,40,BRK2,2.640619278,2.197000265
E6,1,BRK2,0.428667963,-0.000714586
E6,2,BRK2,0.43003583,-0.000357041
E6,3,BRK2,0.430880696,-0.000522498
E6,4,BRK2,0.432761312,0.000347795
E6,5,BRK2,0.43400979,0.000585952
E6,6,BRK2,0.434873492,0.00043933
E6,7,BRK2,0.435634941,0.000190457
E6,8,BRK2,0.43707338,0.000618573
E6,9,BRK2,0.438108832,0.000643702
E6,10,BRK2,0.438626498,0.000151046
E6,11,BRK2,0.439686984,0.000201209
E6,12,BRK2,0.44070515,0.000209053
E6,13,BRK2,0.441233635,-0.000272785
E6,14,BRK2,0.442493737,-2.30061E-05
E6,15,BRK2,0.443685353,0.000158287
E6,16,BRK2,0.444243163,-0.000294225
E6,17,BRK2,0.444887787,-0.000659924
E6,18,BRK2,0.446543127,-1.49062E-05
E6,19,BRK2,0.447711438,0.000143082
E6,20,BRK2,0.448174357,-0.000404321
E6,21,BRK2,0.448730737,-0.000858265
E6,22,BRK2,0.449767828,-0.000831496
E6,23,BRK2,0.450790733,-0.000818914
E6,24,BRK2,0.4508847,-0.00173527
E6,25,BRK2,0.452386886,-0.001243406
E6,26,BRK2,0.453423381,-0.001217234
E6,27,BRK2,0.454536527,-0.00111441
E6,28,BRK2,0.456397086,-0.000264174
E6,29,BRK2,0.458885342,0.001213759
E6,30,BRK2,0.464054495,0.005372589
E6,31,BRK2,0.472492993,0.012800764
E6,32,BRK2,0.488119304,0.027416753
E6,33,BRK2,0.518767238,0.057054363
E6,34,BRK2,0.57483542,0.112112224
E6,35,BRK2,0.678735733,0.215002209
E6,36,BRK2,0.853018939,0.388275087
E6,37,BRK2,1.121696591,0.65594244
E6,38,BRK2,1.47217083,1.00540638
E6,39,BRK2,1.869338274,1.401563406
E6,40,BRK2,2.261126041,1.792340875
E7,1,BRK2,0.36906752,0.001413906
E7,2,BRK2,0.369100332,0.000561838
E7,3,BRK2,0.370382607,0.000959233
E7,4,BRK2,0.371803105,0.001494851
E7,5,BRK2,0.372106642,0.000913508
E7,6,BRK2,0.373633981,0.001555967
E7,7,BRK2,0.373117477,0.000154583
E7,8,BRK2,0.373551279,-0.000296494
E7,9,BRK2,0.374473274,-0.000259379
E7,10,BRK2,0.375185162,-0.000432371
E7,11,BRK2,0.375263274,-0.001239139
E7,12,BRK2,0.376154721,-0.001232572
E7,13,BRK2,0.377363503,-0.00090867
E7,14,BRK2,0.379516244,0.000359192
E7,15,BRK2,0.380276114,0.000234181
E7,16,BRK2,0.381625533,0.000698721
E7,17,BRK2,0.381766737,-4.49555E-05
E7,18,BRK2,0.382551223,-0.000145349
E7,19,BRK2,0.382440418,-0.001141034
E7,20,BRK2,0.383330643,-0.001135688
E7,21,BRK2,0.384057075,-0.001294137
E7,22,BRK2,0.383994401,-0.002241691
E7,23,BRK2,0.386108965,-0.001012006
E7,24,BRK2,0.386790574,-0.001215277
E7,25,BRK2,0.38814795,-0.000742781
E7,26,BRK2,0.389305145,-0.000470466
E7,27,BRK2,0.391427308,0.000766818
E7,28,BRK2,0.392610013,0.001064643
E7,29,BRK2,0.398040563,0.005610313
E7,30,BRK2,0.404861957,0.011546827
E7,31,BRK2,0.420938462,0.026738452
E7,32,BRK2,0.449067652,0.053982761
E7,33,BRK2,0.501645088,0.105675317
E7,34,BRK2,0.599831164,0.20297651
E7,35,BRK2,0.767282665,0.369543135
E7,36,BRK2,1.028781652,0.630157232
E7,37,BRK2,1.378286839,0.978777528
E7,38,BRK2,1.780532479,1.380138278
E7,39,BRK2,2.185709476,1.784430385
E7,40,BRK2,2.555243492,2.15307951
E8,1,BRK2,0.343925685,-0.001761755
E8,2,BRK2,0.34549287,-0.001624901
E8,3,BRK2,0.347420931,-0.001127171
E8,4,BRK2,0.348913997,-0.001064435
E8,5,BRK2,0.350945324,-0.000463439
E8,6,BRK2,0.352492303,-0.000346791
E8,7,BRK2,0.354251653,-1.77715E-05
E8,8,BRK2,0.356112123,0.000412367
E8,9,BRK2,0.357850462,0.000720376
E8,10,BRK2,0.35911414,0.000553724
E8,11,BRK2,0.361027062,0.001036314
E8,12,BRK2,0.362203866,0.000782788
E8,13,BRK2,0.363243729,0.00039232
E8,14,BRK2,0.365216494,0.000934754
E8,15,BRK2,0.366518438,0.000806367
E8,16,BRK2,0.367712945,0.000570543
E8,17,BRK2,0.368657976,8.52443E-05
E8,18,BRK2,0.370062411,5.93479E-05
E8,19,BRK2,0.371619582,0.000186189
E8,20,BRK2,0.373048872,0.000185147
E8,21,BRK2,0.373841047,-0.000453008
E8,22,BRK2,0.375161141,-0.000563245
E8,23,BRK2,0.375987411,-0.001167306
E8,24,BRK2,0.376868665,-0.001716382
E8,25,BRK2,0.378699988,-0.00131539
E8,26,BRK2,0.380058438,-0.001387271
E8,27,BRK2,0.381867141,-0.001008899
E8,28,BRK2,0.384549439,0.000243068
E8,29,BRK2,0.38939926,0.003662559
E8,30,BRK2,0.3971214,0.009954368
E8,31,BRK2,0.411875606,0.023278242
E8,32,BRK2,0.440014005,0.04998631
E8,33,BRK2,0.491496861,0.100038834
E8,34,BRK2,0.583284318,0.190395966
E8,35,BRK2,0.73694551,0.34262681
E8,36,BRK2,0.966948092,0.571199059
E8,37,BRK2,1.265125155,0.86794579
E8,38,BRK2,1.602835298,1.204225659
E8,39,BRK2,1.93884933,1.538809299
E8,40,BRK2,2.245091438,1.843621135
E9,1,BRK2,0.332797825,-0.002734151
E9,2,BRK2,0.334758282,-0.002019248
E9,3,BRK2,0.336576998,-0.001446085
E9,4,BRK2,0.338250309,-0.001018327
E9,5,BRK2,0.339799523,-0.000714667
E9,6,BRK2,0.34130159,-0.000458153
E9,7,BRK2,0.343425751,0.000420454
E9,8,BRK2,0.344828784,0.000577934
E9,9,BRK2,0.346351773,0.000855369
E9,10,BRK2,0.34787944,0.001137483
E9,11,BRK2,0.348946482,0.000958972
E9,12,BRK2,0.350279272,0.001046208
E9,13,BRK2,0.351324946,0.000846329
E9,14,BRK2,0.352294981,0.000570811
E9,15,BRK2,0.353074163,0.000104439
E9,16,BRK2,0.354490936,0.000275658
E9,17,BRK2,0.355482131,2.13005E-05
E9,18,BRK2,0.356690288,-1.60966E-05
E9,19,BRK2,0.357650906,-0.000301032
E9,20,BRK2,0.358512282,-0.000685209
E9,21,BRK2,0.359762639,-0.000680406
E9,22,BRK2,0.360758841,-0.000929757
E9,23,BRK2,0.361753404,-0.001180747
E9,24,BRK2,0.363231748,-0.000947956
E9,25,BRK2,0.364621937,-0.000803321
E9,26,BRK2,0.366468549,-0.000202263
E9,27,BRK2,0.370485425,0.00256906
E9,28,BRK2,0.376862317,0.007700399
E9,29,BRK2,0.388007015,0.017599544
E9,30,BRK2,0.408969671,0.037316646
E9,31,BRK2,0.448768079,0.075869501
E9,32,BRK2,0.52038151,0.146237373
E9,33,BRK2,0.64473629,0.269346595
E9,34,BRK2,0.842505872,0.465870619
E9,35,BRK2,1.117231011,0.7393502
E9,36,BRK2,1.444811225,1.065684915
E9,37,BRK2,1.790322065,1.409950137
E9,38,BRK2,2.113999128,1.732381701
E9,39,BRK2,2.392669201,2.009806156
E9,40,BRK2,2.61337924,2.229270697
E10,1,BRK2,0.407265812,0.001699212
E10,2,BRK2,0.407323927,0.001066489
E10,3,BRK2,0.408063442,0.001115166
E10,4,BRK2,0.408474535,0.000835422
E10,5,BRK2,0.408934176,0.000604226
E10,6,BRK2,0.410273075,0.001252287
E10,7,BRK2,0.410355866,0.000644241
E10,8,BRK2,0.411135167,0.000732704
E10,9,BRK2,0.410871923,-0.000221377
E10,10,BRK2,0.411702335,-8.18027E-05
E10,11,BRK2,0.412277639,-0.000197336
E10,12,BRK2,0.413164049,-1.76309E-06
E10,13,BRK2,0.413329303,-0.000527347
E10,14,BRK2,0.41402927,-0.000518217
E10,15,BRK2,0.414021224,-0.001217101
E10,16,BRK2,0.414826751,-0.001102411
E10,17,BRK2,0.415578067,-0.001041932
E10,18,BRK2,0.415860832,-0.001450005
E10,19,BRK2,0.417334586,-0.000667088
E10,20,BRK2,0.417799175,-0.000893337
E10,21,BRK2,0.417999148,-0.001384201
E10,22,BRK2,0.41891399,-0.001160197
E10,23,BRK2,0.419347554,-0.00141747
E10,24,BRK2,0.420755386,-0.000700475
E10,25,BRK2,0.421428472,-0.000718227
E10,26,BRK2,0.423393667,0.00055613
E10,27,BRK2,0.425940543,0.002412169
E10,28,BRK2,0.429367155,0.005147943
E10,29,BRK2,0.437545627,0.012635578
E10,30,BRK2,0.452485025,0.026884139
E10,31,BRK2,0.480413854,0.054122131
E10,32,BRK2,0.532830119,0.10584756
E10,33,BRK2,0.62928623,0.20161283
E10,34,BRK2,0.797865212,0.369500965
E10,35,BRK2,1.061982036,0.632926941
E10,36,BRK2,1.424374819,0.994628906
E10,37,BRK2,1.844136357,1.413699627
E10,38,BRK2,2.274552584,1.843425035
E10,39,BRK2,2.660642862,2.228824377
E10,40,BRK2,2.982005119,2.549495935
E11,1,BRK2,0.40354529,0.00282972
E11,2,BRK2,0.403663725,0.002143206
E11,3,BRK2,0.403296232,0.000970766
E11,4,BRK2,0.404337049,0.001206634
E11,5,BRK2,0.404686153,0.00075079
E11,6,BRK2,0.404555678,-0.000184632
E11,7,BRK2,0.405528605,-1.66538E-05
E11,8,BRK2,0.405943751,-0.000406455
E11,9,BRK2,0.407205582,5.04268E-05
E11,10,BRK2,0.407675624,-0.000284479
E11,11,BRK2,0.407986581,-0.00077847
E11,12,BRK2,0.409653813,8.38137E-05
E11,13,BRK2,0.41026634,-0.000108607
E11,14,BRK2,0.411219686,3.97913E-05
E11,15,BRK2,0.412210584,0.000225741
E11,16,BRK2,0.412465334,-0.000324457
E11,17,BRK2,0.413539112,-5.56275E-05
E11,18,BRK2,0.413581491,-0.000818197
E11,19,BRK2,0.414385587,-0.000819048
E11,20,BRK2,0.414908856,-0.001100727
E11,21,BRK2,0.415861785,-0.000952746
E11,22,BRK2,0.416544229,-0.00107525
E11,23,BRK2,0.417578429,-0.000845998
E11,24,BRK2,0.418281347,-0.000948029
E11,25,BRK2,0.419826776,-0.000207548
E11,26,BRK2,0.422107488,0.001268217
E11,27,BRK2,0.425974965,0.004330746
E11,28,BRK2,0.432492375,0.010043208
E11,29,BRK2,0.444267482,0.021013366
E11,30,BRK2,0.467231661,0.043172598
E11,31,BRK2,0.512248814,0.087384805
E11,32,BRK2,0.59322232,0.167553365
E11,33,BRK2,0.737809837,0.311335921
E11,34,BRK2,0.972092569,0.544813693
E11,35,BRK2,1.3083179,0.880234122
E11,36,BRK2,1.724167228,1.29527843
E11,37,BRK2,2.163485527,1.733791828
E11,38,BRK2,2.577497244,2.146998644
E11,39,BRK2,2.92849803,2.497194529
E11,40,BRK2,3.199150562,2.767041922
E12,1,BRK2,0.436220974,-0.004298052
E12,2,BRK2,0.441223294,0.000143742
E12,3,BRK2,0.442764759,0.001124681
E12,4,BRK2,0.443306684,0.00110608
E12,5,BRK2,0.443745196,0.000984066
E12,6,BRK2,0.444426894,0.001105238
E12,7,BRK2,0.444543451,0.000661269
E12,8,BRK2,0.444937497,0.000494789
E12,9,BRK2,0.445234448,0.000231213
E12,10,BRK2,0.445455819,-0.000107941
E12,11,BRK2,0.446032375,-9.19117E-05
E12,12,BRK2,0.445982903,-0.00070191
E12,13,BRK2,0.447118998,-0.000126341
E12,14,BRK2,0.447665781,-0.000140084
E12,15,BRK2,0.447267234,-0.001099157
E12,16,BRK2,0.448200762,-0.000726155
E12,17,BRK2,0.448862165,-0.000625278
E12,18,BRK2,0.448985845,-0.001062125
E12,19,BRK2,0.448994815,-0.00161368
E12,20,BRK2,0.449118942,-0.00205008
E12,21,BRK2,0.449733704,-0.001995844
E12,22,BRK2,0.450238317,-0.002051757
E12,23,BRK2,0.450840294,-0.002010306
E12,24,BRK2,0.452320099,-0.001091027
E12,25,BRK2,0.453257382,-0.00071427
E12,26,BRK2,0.45465076,0.000118581
E12,27,BRK2,0.457926542,0.002833837
E12,28,BRK2,0.463201344,0.007548113
E12,29,BRK2,0.471899807,0.01568605
E12,30,BRK2,0.4903543,0.033580016
E12,31,BRK2,0.524818957,0.067484148
E12,32,BRK2,0.587456882,0.129561543
E12,33,BRK2,0.701630354,0.243174493
E12,34,BRK2,0.895494819,0.436478436
E12,35,BRK2,1.190233231,0.730656326
E12,36,BRK2,1.576375723,1.116238236
E12,37,BRK2,2.013868332,1.553170323
E12,38,BRK2,2.434549093,1.973290563
E12,39,BRK2,2.800263166,2.338444233
E12,40,BRK2,3.07948947,2.617110014
F1,1,BRK2,0.420668483,-0.003789624
F1,2,BRK2,0.424255997,-0.000855193
F1,3,BRK2,0.426386237,0.000621965
F1,4,BRK2,0.426615894,0.000198539
F1,5,BRK2,0.427007943,-6.24941E-05
F1,6,BRK2,0.428241879,0.000518359
F1,7,BRK2,0.42876491,0.000388307
F1,8,BRK2,0.429529935,0.00050025
F1,9,BRK2,0.430308193,0.000625425
F1,10,BRK2,0.430878669,0.000542819
F1,11,BRK2,0.430645794,-0.000343139
F1,12,BRK2,0.43138206,-0.000259955
F1,13,BRK2,0.432316363,2.1265E-05
F1,14,BRK2,0.432558864,-0.000389316
F1,15,BRK2,0.433235228,-0.000366035
F1,16,BRK2,0.434309244,5.48986E-05
F1,17,BRK2,0.43422699,-0.000680438
F1,18,BRK2,0.435146004,-0.000414507
F1,19,BRK2,0.435573846,-0.000639747
F1,20,BRK2,0.435634345,-0.001232331
F1,21,BRK2,0.43654871,-0.000971048
F1,22,BRK2,0.437358469,-0.000814372
F1,23,BRK2,0.437473267,-0.001352656
F1,24,BRK2,0.438517153,-0.000961853
F1,25,BRK2,0.439431399,-0.000700689
